id,latitude,longitude,location,vehicle_number,vehicle_type,description,violation_type,offence_code,created_datetime,closed_datetime,modified_datetime,device_id,created_by_id,center_code,police_station,data_sent_to_scita,junction_name,action_taken_timestamp,data_sent_to_scita_timestamp,updated_vehicle_number,updated_vehicle_type,validation_status,validation_timestamp
FKID003630,12.98288,77.61064,"Kamaraj Road, Sri Nagamma Devi Circle, Sivanchetti Gardens, Bengaluru, Karnataka. Pin-560042 (India)",FKN00GL3595,SCOOTER,,"[""NO PARKING""]",[113],2024-03-28 08:19:46+00,,2024-03-28 08:21:55.325496+00,FKDEV00394,FKUSR00390,16.0,Shivajinagar,True,No Junction,,2024-04-15 14:44:23.301044+00,,,,
FKID003631,12.982785,77.6106917,"Kamaraj Road, Sri Nagamma Devi Circle, Sivanchetti Gardens, Bengaluru, Karnataka. Pin-560042 (India)",FKN00GL3596,PASSENGER AUTO,,"[""NO PARKING""]",[113],2024-03-28 08:19:46+00,,2024-03-28 08:21:56.310133+00,FKDEV00394,FKUSR00390,16.0,Shivajinagar,True,No Junction,,2024-04-15 14:44:23.303657+00,,,,
FKID003632,12.9371407,77.5197277,"Mysore Road, Nayandahalli, Bengaluru, Karnataka. Pin-560039 (India)",FKN00GL3597,MOTOR CYCLE,,"[""WRONG PARKING""]",[112],2024-03-28 04:20:46+00,,2024-03-28 21:44:05.984807+00,FKDEV00678,FKUSR00656,26.0,Byatarayanapura,True,No Junction,,2024-04-15 18:20:59.233307+00,,,,
FKID003633,12.933973,77.6907525,"New Horizon College Road, New Horizon College of Engineering, Kadubisanahalli, Bengaluru, Karnataka. Pin-560103 (India)",FKN00GL3598,SCOOTER,,"[""NO PARKING""]",[113],2024-03-15 23:10:46+00,,2024-03-15 23:18:55.134591+00,FKDEV00697,FKUSR00672,13.0,HAL Old Airport,True,No Junction,,2024-04-02 20:24:14.521647+00,FKN00GL3598,SCOOTER,approved,2024-04-16 01:52:00.089+00
FKID003634,12.9302028,77.6856757,"Outer Ring Road, Vajram Esteva, Devara Beesana Halli, Bengaluru, Karnataka. Pin-560103 (India)",FKN00GL3599,PASSENGER AUTO,,"[""WRONG PARKING""]",[112],2024-03-28 01:47:46+00,,2024-03-28 01:49:16.831805+00,FKDEV00698,FKUSR00673,13.0,HAL Old Airport,True,No Junction,,2024-04-14 21:02:49.686525+00,,,,
FKID003635,13.061079,77.5761147,"Tindlu Road, Kodigehalli Circle, Sahakara Nagar, Bengaluru, Karnataka. Pin-560092 (India)",FKN00GL3600,MOTOR CYCLE,,"[""WRONG PARKING""]",[112],2024-02-01 05:28:46+00,,2024-02-01 05:38:58.024039+00,FKDEV00131,FKUSR00131,,Kodigehalli,True,No Junction,,,,,,
FKID003636,12.9715015,77.5765706,"AS Char Main Road, Balepete, Chickpete, Bengaluru, Karnataka. Pin-560053 (India)",FKN00GL3601,LGV,,"[""WRONG PARKING""]",[112],2024-02-01 05:30:46+00,,2024-02-01 05:54:42.996395+00,FKDEV00577,FKUSR00388,28.0,City Market,True,BTP043 - Upparpet Junction,,,FKN00GL3601,LGV,approved,2024-02-01 20:54:06.869+00
FKID003637,12.9219978,77.6451809,"Outer Ring Road, Heavie Halcyon, Agara, HSR Layout, Bengaluru, Karnataka. Pin-560102 (India)",FKN00GL3602,SCOOTER,,"[""WRONG PARKING""]",[112],2024-03-28 08:24:46+00,,2024-03-28 08:25:53.597771+00,FKDEV00699,FKUSR00674,45.0,HSR Layout,True,No Junction,,2024-04-15 14:44:23.316734+00,,,,
FKID003638,12.9823223,77.6078035,"Commercial Street, Tasker Town, Shivaji Nagar, Bengaluru, Karnataka. Pin-560001 (India)",FKN00GL3603,SCOOTER,,"[""WRONG PARKING""]",[112],2024-03-28 08:16:46+00,,2024-03-28 08:27:57.598375+00,FKDEV00700,FKUSR00377,16.0,Shivajinagar,True,BTP051 - Safina Plaza Junction,,2024-04-15 14:44:23.319524+00,,,,
FKID003639,12.9719038,77.5769457,"Ballapete Main Road, Balepete, Chickpete, Bengaluru, Karnataka. Pin-560053 (India)",FKN00GL3604,SCOOTER,,"[""WRONG PARKING""]",[112],2024-03-28 08:25:46+00,,2024-03-28 08:27:58.632321+00,FKDEV00638,FKUSR00188,28.0,City Market,True,BTP044 - Sagar Theatre Junction,,2024-04-15 14:44:23.322007+00,,,,
FKID003640,12.9823978,77.6076866,"Commercial Street, Tasker Town, Shivaji Nagar, Bengaluru, Karnataka. Pin-560001 (India)",FKN00GL3605,SCOOTER,,"[""WRONG PARKING""]",[112],2024-03-28 08:16:46+00,,2024-03-28 08:28:32.375796+00,FKDEV00700,FKUSR00377,16.0,Shivajinagar,True,BTP051 - Safina Plaza Junction,,2024-04-15 14:44:23.324556+00,,,,
FKID003641,12.9827794,77.6071721,"Aruna Chouhan Muduar Road, Tasker Town, Shivaji Nagar, Bengaluru, Karnataka. Pin-560001 (India)",FKN00GL3606,SCOOTER,,"[""WRONG PARKING""]",[112],2024-03-28 08:18:46+00,,2024-03-28 08:30:58.935863+00,FKDEV00700,FKUSR00377,16.0,Shivajinagar,True,BTP051 - Safina Plaza Junction,,2024-04-15 14:45:16.259494+00,,,,
FKID003642,12.9827904,77.6071762,"Aruna Chouhan Muduar Road, Tasker Town, Shivaji Nagar, Bengaluru, Karnataka. Pin-560001 (India)",FKN00GL3607,SCOOTER,,"[""WRONG PARKING""]",[112],2024-03-28 08:18:46+00,,2024-03-28 08:31:30.461036+00,FKDEV00700,FKUSR00377,16.0,Shivajinagar,True,BTP051 - Safina Plaza Junction,,2024-04-15 14:45:16.266621+00,,,,
FKID003643,12.9792775,77.6949758,"Doddanekundi Flyover, Service Road, Dodda Nekkundi, Bengaluru East City Corporation, Bengaluru, Bangalore East, Bengaluru Urban, Karnataka, 560037, India",FKN00GL3608,MAXI-CAB,,"[""NO PARKING""]",[113],2024-01-29 23:34:46+00,,2024-01-30 03:39:10.52018+00,FKDEV00273,FKUSR00272,84.0,Mahadevapura,True,No Junction,,,FKN00GL3608,MAXI-CAB,approved,2024-02-03 06:19:07.371+00
FKID003644,12.9964326,77.6689914,"MBT Road, Tin Factory Junction, Dooravani Nagar, Bengaluru, Karnataka. Pin-560016 (India)",FKN00GL3609,CAR,,"[""WRONG PARKING"",""PARKING IN A MAIN ROAD""]","[112,107]",2024-03-28 20:18:46+00,,2024-03-28 23:05:35.064434+00,FKDEV00671,FKUSR00649,84.0,Mahadevapura,True,No Junction,,2024-04-15 21:09:54.738389+00,,,,
FKID003645,13.0122231,77.5543511,"80 Feet Ring Road, Orion, Brigade Gateway, Malleshwaram West, Bengaluru, Karnataka. Pin-560055 (India)",FKN00GL3610,PASSENGER AUTO,,"[""WRONG PARKING""]",[112],2024-02-01 05:30:46+00,,2024-02-01 05:42:04.719762+00,FKDEV00684,FKUSR00396,19.0,Malleshwaram,True,No Junction,,,,,,
FKID003646,13.0118984,77.5544895,"80 Feet Ring Road, Orion, Brigade Gateway, Malleshwaram West, Bengaluru, Karnataka. Pin-560055 (India)",FKN00GL3611,PASSENGER AUTO,,"[""WRONG PARKING""]",[112],2024-02-01 05:30:46+00,,2024-02-01 05:42:06.26991+00,FKDEV00684,FKUSR00396,19.0,Malleshwaram,True,No Junction,,,,,,
FKID003647,13.0111165,77.5544823,"80 Feet Ring Road, Orion, Brigade Gateway, Malleshwaram West, Bengaluru, Karnataka. Pin-560055 (India)",FKN00GL3612,CAR,,"[""WRONG PARKING""]",[112],2024-02-01 05:33:46+00,,2024-02-01 05:42:04.087216+00,FKDEV00573,FKUSR00252,19.0,Malleshwaram,True,No Junction,,,FKN00GL3612,CAR,approved,2024-02-01 21:17:04.066+00
FKID003648,12.982815,77.6072233,"Aruna Chouhan Muduar Road, Tasker Town, Shivaji Nagar, Bengaluru, Karnataka. Pin-560001 (India)",FKN00GL3613,SCOOTER,,"[""WRONG PARKING""]",[112],2024-03-28 08:18:46+00,,2024-03-28 08:31:59.142556+00,FKDEV00700,FKUSR00377,16.0,Shivajinagar,True,BTP051 - Safina Plaza Junction,,2024-04-15 14:45:16.274073+00,,,,
FKID003649,12.9866403,77.5557848,"10th Main Road, Bescom Employees House Building Cooperative Society, Rajaji Nagar, Bengaluru, Karnataka. Pin-560010 (India)",FKN00GL3614,MOTOR CYCLE,,"[""WRONG PARKING""]",[112],2024-01-30 03:24:46+00,,2024-01-30 03:41:06.048114+00,FKDEV00183,FKUSR00183,6.0,Rajajinagar,True,"BTP210 - 50th cross, 12th Main , Rajajinagar",,,FKN00GL3614,MOTOR CYCLE,approved,2024-02-03 04:27:43.275+00
FKID003650,12.986142,77.5509998,"Vatal Nagaraj Road, Rajajinagar 3rd Block, Rajajinagar, Rajajinagara, Bengaluru West City Corporation, Bengaluru, Bangalore North, Bengaluru Urban, Karnataka, 560010, India",FKN00GL3615,CAR,,"[""NO PARKING""]",[113],2024-01-30 03:18:46+00,,2024-01-30 03:41:03.885428+00,FKDEV00183,FKUSR00183,6.0,Rajajinagar,True,BTP018 - Dhobi Ghat Junction,,,FKN00GL3615,CAR,approved,2024-02-03 04:27:57.003+00
FKID003651,13.0111653,77.5546511,"80 Feet Ring Road, Orion, Brigade Gateway, Malleshwaram West, Bengaluru, Karnataka. Pin-560055 (India)",FKN00GL3616,PASSENGER AUTO,,"[""WRONG PARKING""]",[112],2024-02-01 05:33:46+00,,2024-02-01 05:42:32.412933+00,FKDEV00573,FKUSR00252,19.0,Malleshwaram,True,No Junction,,,FKN00GL3616,PASSENGER AUTO,approved,2024-02-01 21:16:54.248+00
FKID003652,12.9975583,77.5493219,"Padmabhushan Dr MC Modi Road, Star Circle, Rajaji Nagar, Bengaluru, Karnataka. Pin-560010 (India)",FKN00GL3617,CAR,,"[""NO PARKING""]",[113],2024-02-01 05:40:46+00,,2024-02-01 05:42:41.796541+00,FKDEV00055,FKUSR00055,30.0,Vijayanagara,True,BTP027 - Modi Bridge Junction,,,FKN00GL3617,CAR,approved,2024-02-03 23:01:33.861+00
FKID003653,12.98282,77.6072233,"Aruna Chouhan Muduar Road, Tasker Town, Shivaji Nagar, Bengaluru, Karnataka. Pin-560001 (India)",FKN00GL3618,SCOOTER,,"[""WRONG PARKING""]",[112],2024-03-28 08:18:46+00,,2024-03-28 08:33:01.851863+00,FKDEV00700,FKUSR00377,16.0,Shivajinagar,True,BTP051 - Safina Plaza Junction,,2024-04-15 14:45:16.288533+00,,,,
FKID003654,12.9148823,77.5791205,"Ayodhya Road, Arya Nagar, JP Nagar Phase 1, Bengaluru, Karnataka. Pin-560078 (India)",FKN00GL3619,PASSENGER AUTO,,"[""WRONG PARKING""]",[112],2024-02-01 05:39:46+00,,2024-02-01 05:42:49.038415+00,FKDEV00451,FKUSR00445,88.0,J.P. Nagar,True,"BTP176 - Rajalakshmi Kalyana Mantapa, JP Nagar",,,FKN00GL3619,PASSENGER AUTO,approved,2024-02-03 23:00:49.889+00
FKID003655,12.9975833,77.5501367,"Padmabhushan Dr MC Modi Road, Star Circle, Rajaji Nagar, Bengaluru, Karnataka. Pin-560010 (India)",FKN00GL3620,MOTOR CYCLE,,"[""WRONG PARKING""]",[112],2024-02-01 05:41:46+00,,2024-02-01 05:42:42.963984+00,FKDEV00055,FKUSR00055,30.0,Vijayanagara,True,BTP027 - Modi Bridge Junction,,,FKN00GL3620,MOTOR CYCLE,approved,2024-02-03 23:01:15.731+00
FKID003656,13.0111377,77.5544669,"80 Feet Ring Road, Orion, Brigade Gateway, Malleshwaram West, Bengaluru, Karnataka. Pin-560055 (India)",FKN00GL3513,CAR,,"[""WRONG PARKING""]",[112],2024-02-01 05:33:46+00,,2024-02-01 05:43:02.768913+00,FKDEV00573,FKUSR00252,19.0,Malleshwaram,True,No Junction,,,FKN00GL3513,CAR,approved,2024-02-01 21:14:48.157+00
FKID003657,12.98282,77.6072233,"Aruna Chouhan Muduar Road, Tasker Town, Shivaji Nagar, Bengaluru, Karnataka. Pin-560001 (India)",FKN00GL3621,SCOOTER,,"[""WRONG PARKING""]",[112],2024-03-28 08:18:46+00,,2024-03-28 08:33:35.287461+00,FKDEV00700,FKUSR00377,16.0,Shivajinagar,True,BTP051 - Safina Plaza Junction,,2024-04-15 14:45:16.296362+00,,,,
FKID003658,12.9828783,77.60724,"Aruna Chouhan Muduar Road, Tasker Town, Shivaji Nagar, Bengaluru, Karnataka. Pin-560001 (India)",FKN00GL3622,SCOOTER,,"[""WRONG PARKING""]",[112],2024-03-28 08:20:46+00,,2024-03-28 08:34:02.371036+00,FKDEV00700,FKUSR00377,16.0,Shivajinagar,True,BTP051 - Safina Plaza Junction,,2024-04-15 14:45:16.29878+00,,,,
FKID003659,12.9141705,77.6382539,"13th Main Road, The Metropolitan Cooperative Housing Society, Sector 4, HSR Layout, Bengaluru, Karnataka. Pin-560102 (India)",FKN00GL3623,MOTOR CYCLE,,"[""NO PARKING""]",[113],2024-03-28 06:45:46+00,,2024-03-28 21:09:03.175048+00,FKDEV00701,FKUSR00675,45.0,HSR Layout,True,No Junction,,2024-04-15 16:54:26.341797+00,,,,
FKID003660,12.9708954,77.5762784,"AS Char Main Road, Telagupet, Bengaluru, Karnataka. Pin-560002 (India)",FKN00GL3624,PASSENGER AUTO,,"[""WRONG PARKING""]",[112],2024-02-01 05:37:46+00,,2024-02-01 06:01:11.633213+00,FKDEV00577,FKUSR00388,28.0,City Market,True,BTP043 - Upparpet Junction,,,FKN00GL3624,PASSENGER AUTO,approved,2024-02-03 22:54:52.592+00
FKID003661,12.9828251,77.6066165,"Commercial Street, Tasker Town, Shivaji Nagar, Bengaluru, Karnataka. Pin-560001 (India)",FKN00GL3625,SCOOTER,,"[""WRONG PARKING""]",[112],2024-03-28 08:20:46+00,,2024-03-28 08:34:30.691025+00,FKDEV00700,FKUSR00377,16.0,Shivajinagar,True,BTP051 - Safina Plaza Junction,,2024-04-15 14:46:09.939683+00,,,,
FKID003662,13.0110712,77.5545715,"80 Feet Ring Road, Orion, Brigade Gateway, Malleshwaram West, Bengaluru, Karnataka. Pin-560055 (India)",FKN00GL3612,CAR,,"[""WRONG PARKING""]",[112],2024-02-01 05:34:46+00,,2024-02-01 05:43:57.733315+00,FKDEV00684,FKUSR00396,19.0,Malleshwaram,False,No Junction,,,,,,
FKID003663,12.9131,77.5788133,"Ayodhya Road, Ether Apartment, Shakambari Nagar, JP Nagar Phase 1, Bengaluru, Karnataka. Pin-560078 (India)",FKN00GL3626,SCOOTER,,"[""WRONG PARKING""]",[112],2024-02-01 05:38:46+00,,2024-02-01 05:46:02.744761+00,FKDEV00451,FKUSR00445,88.0,J.P. Nagar,True,BTP196 - Sarakki Main Road,,,FKN00GL3626,SCOOTER,approved,2024-02-03 22:59:40.019+00
FKID003664,12.9879307,77.5741412,"Padmabhushan Dr RK Srikantan Road, Seshadripuram Police Station Junction, Seshadripuram, Bengaluru, Karnataka. Pin-560020 (India)",FKN00GL3627,CAR,,"[""WRONG PARKING""]",[112],2024-01-30 03:34:46+00,,2024-01-30 03:44:14.399119+00,FKDEV00323,FKUSR00322,87.0,Sheshadripuram,True,No Junction,,,FKN00GL3627,MAXI-CAB,approved,2024-02-05 00:51:23.257+00
FKID003665,12.9974522,77.5477834,"Padmabhushan Dr MC Modi Road, Phase 1, Manjunatha Nagar, Rajaji Nagar, Bengaluru, Karnataka. Pin-560010 (India)",FKN00GL3628,SCOOTER,,"[""WRONG PARKING""]",[112],2024-01-30 03:21:46+00,,2024-01-30 03:45:12.120535+00,FKDEV00696,FKUSR00671,30.0,Vijayanagara,True,BTP205 - Modi Hospital Junction,,,FKN00GL3628,SCOOTER,approved,2024-02-03 04:18:10.628+00
FKID003666,12.9974452,77.5477785,"Padmabhushan Dr MC Modi Road, Phase 1, Manjunatha Nagar, Rajaji Nagar, Bengaluru, Karnataka. Pin-560010 (India)",FKN00GL3629,SCOOTER,,"[""WRONG PARKING""]",[112],2024-01-30 03:21:46+00,,2024-01-30 03:45:10.490676+00,FKDEV00696,FKUSR00671,30.0,Vijayanagara,True,BTP205 - Modi Hospital Junction,,,FKN00GL3629,SCOOTER,approved,2024-02-03 04:18:45.039+00
FKID003667,12.9974452,77.5477785,"Padmabhushan Dr MC Modi Road, Phase 1, Manjunatha Nagar, Rajaji Nagar, Bengaluru, Karnataka. Pin-560010 (India)",FKN00GL3630,MOTOR CYCLE,,"[""WRONG PARKING""]",[112],2024-01-30 03:20:46+00,,2024-01-30 03:45:09.511729+00,FKDEV00696,FKUSR00671,30.0,Vijayanagara,True,BTP205 - Modi Hospital Junction,,,FKN00GL3630,MOTOR CYCLE,approved,2024-02-03 04:18:18.369+00
FKID003668,12.9829025,77.6064443,"Commercial Street, Tasker Town, Shivaji Nagar, Bengaluru, Karnataka. Pin-560001 (India)",FKN00GL3631,SCOOTER,,"[""WRONG PARKING""]",[112],2024-03-28 08:20:46+00,,2024-03-28 08:34:57.874245+00,FKDEV00700,FKUSR00377,16.0,Shivajinagar,True,BTP051 - Safina Plaza Junction,,2024-04-15 14:46:09.949343+00,,,,
FKID003669,13.0122456,77.5550293,"Brigade Gateway Road, World Trade Centre, Brigade Gateway, Malleshwaram West, Bengaluru, Karnataka. Pin-560055 (India)",FKN00GL3632,PASSENGER AUTO,,"[""WRONG PARKING""]",[112],2024-02-01 05:31:46+00,,2024-02-01 05:45:08.11426+00,FKDEV00573,FKUSR00252,19.0,Malleshwaram,True,No Junction,,,FKN00GL3632,PASSENGER AUTO,approved,2024-02-01 21:09:41.613+00
FKID003670,12.9739777,77.6235433,"Old Madras Road, Brigade Mayfair Apartment, Halasuru, Bengaluru, Karnataka. Pin-560008 (India)",FKN00GL3633,CAR,,"[""NO PARKING""]",[113],2024-02-01 02:43:46+00,,2024-02-01 05:45:00.950876+00,FKDEV00159,FKUSR00159,17.0,Halasur,True,No Junction,,,FKN00GL3633,CAR,approved,2024-02-01 21:53:17.503+00
FKID003671,12.91343,77.578865,"Ayodhya Road, Ether Apartment, Shakambari Nagar, JP Nagar Phase 1, Bengaluru, Karnataka. Pin-560078 (India)",FKN00GL3634,SCOOTER,,"[""WRONG PARKING""]",[112],2024-02-01 05:38:46+00,,2024-02-01 05:45:05.213323+00,FKDEV00451,FKUSR00445,88.0,J.P. Nagar,True,BTP196 - Sarakki Main Road,,,FKN00GL3634,SCOOTER,approved,2024-02-03 23:00:03.204+00
FKID003672,12.9827789,77.60618,"Jumma Masjid Road, Tasker Town, Shivaji Nagar, Bengaluru, Karnataka. Pin-560001 (India)",FKN00GL3635,SCOOTER,,"[""WRONG PARKING""]",[112],2024-03-28 08:21:46+00,,2024-03-28 08:35:44.055148+00,FKDEV00700,FKUSR00377,16.0,Shivajinagar,True,BTP051 - Safina Plaza Junction,,2024-04-15 14:46:09.954262+00,,,,
FKID003673,12.9827333,77.6061315,"Jumma Masjid Road, Tasker Town, Shivaji Nagar, Bengaluru, Karnataka. Pin-560001 (India)",FKN00GL3636,SCOOTER,,"[""WRONG PARKING""]",[112],2024-03-28 08:22:46+00,,2024-03-28 08:36:11.352537+00,FKDEV00700,FKUSR00377,16.0,Shivajinagar,True,BTP051 - Safina Plaza Junction,,2024-04-15 14:46:09.959362+00,,,,
FKID003674,12.9739777,77.6235433,"Old Madras Road, Brigade Mayfair Apartment, Halasuru, Bengaluru, Karnataka. Pin-560008 (India)",FKN00GL3637,CAR,,"[""NO PARKING""]",[113],2024-02-01 02:43:46+00,,2024-02-01 05:45:31.981853+00,FKDEV00159,FKUSR00159,17.0,Halasur,True,No Junction,,,FKN00GL3637,CAR,approved,2024-02-01 21:53:16.742+00
FKID003675,12.9131,77.5788133,"Ayodhya Road, Ether Apartment, Shakambari Nagar, JP Nagar Phase 1, Bengaluru, Karnataka. Pin-560078 (India)",FKN00GL3638,SCOOTER,,"[""WRONG PARKING""]",[112],2024-02-01 05:38:46+00,,2024-02-01 05:45:38.067126+00,FKDEV00451,FKUSR00445,88.0,J.P. Nagar,True,BTP196 - Sarakki Main Road,,,FKN00GL3638,SCOOTER,approved,2024-02-03 22:59:47.382+00
FKID003676,12.9592624,77.57642,"Tippu Sultan Palace Road, Kalasipalyam, Bengaluru, Karnataka. Pin-560002 (India)",FKN00GL3639,MOPED,,"[""WRONG PARKING""]",[112],2024-03-28 08:11:46+00,,2024-03-28 08:39:16.616683+00,FKDEV00496,FKUSR00487,28.0,City Market,True,BTP104 - Medical College Circle,,2024-04-15 14:47:11.779149+00,,,,
FKID003677,12.9593925,77.5760907,"Tippu Sultan Palace Road, Bangalore Medical College & Research Institute, Bengaluru, Karnataka. Pin-560002 (India)",FKN00GL3640,LGV,,"[""WRONG PARKING""]",[112],2024-03-28 08:15:46+00,,2024-03-28 08:39:17.840279+00,FKDEV00496,FKUSR00487,28.0,City Market,True,BTP104 - Medical College Circle,,2024-04-15 14:47:11.781972+00,,,,
FKID003678,12.9974617,77.5477955,"Padmabhushan Dr MC Modi Road, Phase 1, Manjunatha Nagar, Rajaji Nagar, Bengaluru, Karnataka. Pin-560010 (India)",FKN00GL3641,CAR,,"[""NO PARKING""]",[113],2024-01-30 03:21:46+00,,2024-01-30 03:47:02.206889+00,FKDEV00696,FKUSR00671,30.0,Vijayanagara,True,BTP205 - Modi Hospital Junction,,,FKN00GL3641,CAR,approved,2024-02-03 04:17:18.472+00
FKID003679,12.9813227,77.6031785,"Central Street, Prestige Central, Shivaji Nagar, Bengaluru, Karnataka. Pin-560001 (India)",FKN00GL3642,CAR,,"[""WRONG PARKING""]",[112],2024-03-28 01:51:46+00,,2024-03-28 01:55:46.170002+00,FKDEV00229,FKUSR00229,16.0,Shivajinagar,True,BTP211 - Central Street Junction,,2024-04-14 21:05:46.320691+00,,,,
FKID003680,12.9595879,77.5761796,"Fort Street, Bhartiya Medical Sangha Circle, Bangalore Medical College & Research Institute, Bengaluru, Karnataka. Pin-560002 (India)",FKN00GL3643,GOODS AUTO,,"[""WRONG PARKING""]",[112],2024-03-28 08:15:46+00,,2024-03-28 08:39:20.885724+00,FKDEV00496,FKUSR00487,28.0,City Market,True,BTP104 - Medical College Circle,,2024-04-15 14:47:11.787395+00,,,,
FKID003681,12.9594657,77.5761622,"Fort Street, Bangalore Medical College & Research Institute, Bengaluru, Karnataka. Pin-560002 (India)",FKN00GL3644,CAR,,"[""WRONG PARKING""]",[112],2024-03-28 08:16:46+00,,2024-03-28 08:40:01.480515+00,FKDEV00496,FKUSR00487,28.0,City Market,True,BTP104 - Medical College Circle,,2024-04-15 14:47:11.798242+00,,,,
FKID003682,12.9648959,77.5387657,"Sri Sankasta Hara Ganapati Temple Road, RPC Layout, Vijaya Nagar Stage 2, Bengaluru, Karnataka. Pin-560104 (India)",FKN00GL3645,SCOOTER,,"[""WRONG PARKING""]",[112],2024-02-01 05:10:46+00,,2024-02-01 05:47:40.748665+00,FKDEV00393,FKUSR00389,30.0,Vijayanagara,True,"BTP016 - 5th Main Road, RPC Layout",,,FKN00GL3645,SCOOTER,rejected,2024-02-01 21:36:44.267+00
FKID003683,12.9337923,77.6911387,"New Horizon College Road, New Horizon College of Engineering, Kadubisanahalli, Bengaluru, Karnataka. Pin-560103 (India)",FKN00GL3646,SCOOTER,,"[""NO PARKING""]",[113],2024-03-15 23:18:46+00,,2024-03-15 23:22:59.498325+00,FKDEV00697,FKUSR00672,13.0,HAL Old Airport,True,No Junction,,2024-04-02 20:28:52.612376+00,FKN00GL3646,SCOOTER,approved,2024-04-16 03:51:04.93+00
FKID003684,12.9982477,77.5533494,"5th Cross Road, Harikara Vidvan Sri R Gururajulu Naidu Circle, Rajaji Nagar, Bengaluru, Karnataka. Pin-560010 (India)",FKN00GL3647,SCOOTER,,"[""WRONG PARKING""]",[112],2024-03-11 04:59:46+00,,2024-03-11 05:00:49.110987+00,FKDEV00702,FKUSR00676,6.0,Rajajinagar,True,BTP008 - Navarang Theatre,,2024-03-28 14:10:26.439384+00,FKN00GL3647,SCOOTER,rejected,2024-04-03 03:50:51.585+00
FKID003685,12.9982477,77.5533494,"5th Cross Road, Harikara Vidvan Sri R Gururajulu Naidu Circle, Rajaji Nagar, Bengaluru, Karnataka. Pin-560010 (India)",FKN00GL3648,PASSENGER AUTO,,"[""WRONG PARKING""]",[112],2024-03-11 04:59:46+00,,2024-03-11 05:00:50.738766+00,FKDEV00702,FKUSR00676,6.0,Rajajinagar,True,BTP008 - Navarang Theatre,,2024-03-28 14:10:26.442291+00,FKN00GL3648,PASSENGER AUTO,rejected,2024-04-03 03:49:22.957+00
FKID003686,12.9594602,77.5761267,"Fort Street, Bangalore Medical College & Research Institute, Bengaluru, Karnataka. Pin-560002 (India)",FKN00GL3649,GOODS AUTO,,"[""WRONG PARKING""]",[112],2024-03-28 08:16:46+00,,2024-03-28 08:40:32.233683+00,FKDEV00496,FKUSR00487,28.0,City Market,True,BTP104 - Medical College Circle,,2024-04-15 14:47:11.806489+00,,,,
FKID003687,12.9649112,77.5388191,"Sri Sankasta Hara Ganapati Temple Road, RPC Layout, Vijaya Nagar Stage 2, Bengaluru, Karnataka. Pin-560104 (India)",FKN00GL3650,SCOOTER,,"[""WRONG PARKING""]",[112],2024-02-01 04:54:46+00,,2024-02-01 05:48:31.454892+00,FKDEV00393,FKUSR00389,30.0,Vijayanagara,True,"BTP016 - 5th Main Road, RPC Layout",,,FKN00GL3650,SCOOTER,approved,2024-02-02 22:18:09.065+00
FKID003688,12.9649112,77.5388191,"Sri Sankasta Hara Ganapati Temple Road, RPC Layout, Vijaya Nagar Stage 2, Bengaluru, Karnataka. Pin-560104 (India)",FKN00GL3651,SCOOTER,,"[""WRONG PARKING""]",[112],2024-02-01 05:47:46+00,,2024-02-01 05:48:32.284621+00,FKDEV00393,FKUSR00389,30.0,Vijayanagara,True,"BTP016 - 5th Main Road, RPC Layout",,,FKN00GL3651,SCOOTER,approved,2024-02-04 01:07:24.864+00
FKID003689,12.9756774,77.5614003,"G Narayana Kumar Road, Annapurneshwari Industrial Area, Magadi Road Area, Bengaluru, Karnataka. Pin-560023 (India)",FKN00GL3652,SCOOTER,,"[""NO PARKING""]",[113],2024-01-30 03:45:46+00,,2024-01-30 03:54:23.125357+00,FKDEV00204,FKUSR00204,29.0,Magadi Road,True,BTP074 - Leprosy Hospital Junction,,,FKN00GL3652,SCOOTER,approved,2024-02-01 05:52:42.948+00
FKID003690,12.9649389,77.538731,"Sri Sankasta Hara Ganapati Temple Road, RPC Layout, Vijaya Nagar Stage 2, Bengaluru, Karnataka. Pin-560104 (India)",FKN00GL3653,SCOOTER,,"[""WRONG PARKING""]",[112],2024-02-01 04:53:46+00,,2024-02-01 05:49:40.726559+00,FKDEV00393,FKUSR00389,30.0,Vijayanagara,True,"BTP016 - 5th Main Road, RPC Layout",,,FKN00GL3653,SCOOTER,approved,2024-02-02 22:13:41.806+00
FKID003691,12.9119009,77.5785974,"Ayodhya Road, IG Circle, JP Nagar Phase 1, Bengaluru, Karnataka. Pin-560078 (India)",FKN00GL3654,SCOOTER,,"[""WRONG PARKING""]",[112],2024-02-01 05:36:46+00,,2024-02-01 05:49:39.768605+00,FKDEV00451,FKUSR00445,88.0,J.P. Nagar,True,BTP196 - Sarakki Main Road,,,FKN00GL3654,SCOOTER,approved,2024-02-03 22:57:14.408+00
FKID003692,12.9141606,77.6773424,"Sarjapura Main Road, Sri Venkateshwara Circle, Haralur, Bengaluru, Karnataka. Pin-560035 (India)",FKN00GL3655,SCOOTER,,"[""WRONG PARKING"",""DEFECTIVE NUMBER PLATE""]","[112,116]",2024-01-28 01:19:46+00,,2024-01-30 03:55:03.116594+00,FKDEV00465,FKUSR00459,82.0,Bellandur,True,No Junction,,,,,,
